rank,frequency,lemma,indonesia
9817,4.29,ギア,Guiller
9818,4.29,芝生,Halamannya.
9819,4.29,操縦,Aku tak bisa./ Aku tak bisa.
9820,4.29,ケガ,Aku terluka.
9821,4.29,散々,Ada dimana-mana.
9822,4.29,テラス,Terrace
9823,4.29,怒鳴る,Menangis
9824,4.29,年数,Tahun
9825,4.29,つめ,Kuku Jari
9826,4.29,ひまわり,Uh-oh.
9827,4.29,それだけに,Itu saja.
9828,4.29,功績,Itu sepadan.
9829,4.28,特急,Khusus
9830,4.28,昇格,Elevation
9831,4.28,拒む,Tidak.
9832,4.28,遅延,Tunda
9833,4.28,狩猟,Berburu
9834,4.28,捕らえる,Aku akan menangkapnya.
9835,4.28,務,- Maafkan aku.
9836,4.28,若しくは,Muda.
9837,4.28,香川,Kanagawa
9838,4.28,手放す,Aku akan membiarkannya pergi.
9839,4.28,コマーシャル,Sebuah iklan.
9840,4.28,長期間,Jangka panjang
9841,4.28,下車,Keluar dari mobil.
9842,4.28,さりげ,"Ayo, ayo, ayo, ayo, ayo."
9843,4.28,一方で,"Di sisi lain,"
9844,4.27,帰省,Rumah
9845,4.27,待たす,Aku akan menunggu.
9846,4.27,ペットボトル,Pet bottle
9847,4.27,プロバイダー,Penyedia
9848,4.27,届,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo."
9849,4.27,ヨーグルト,yogurt.
9850,4.27,ちょこっと,Sedikit.
9851,4.27,合戦,Pertarungan.
9852,4.27,郵政省,Layanan Pos.
9853,4.27,杖,Sebuah tongkat.
9854,4.27,惚れる,Aku mencintaimu.
9855,4.27,園芸,Berkebun
9856,4.26,おじいさん,Kakek.
9857,4.26,ＮＹ,NY
9858,4.26,配線,Kawat
9859,4.26,呉,Wu.
9860,4.26,カビ,CYCLE
9861,4.26,云,Katakan.
9862,4.26,振込,Subtitles: @marlonrock1986
9863,4.26,羽田,Haneda.
9864,4.26,こわい,Aku takut.
9865,4.26,定時,Atur Waktu
9866,4.26,米ドル,Dolar U.S.
9867,4.26,一品,Satu.
9868,4.26,根幹,Akar
9869,4.26,シアトル,Seattle.
9870,4.26,アッ,Ah.
9871,4.26,松岡,Matsuoka
9872,4.26,隙,Break itu.
9873,4.25,まあまあ,"Oh, ayolah."
9874,4.25,一周,Satu putaran.
9875,4.25,タブー,Tab
9876,4.25,無条件,Tanpa syarat
9877,4.25,来場,Ini dia.
9878,4.25,艦隊,Starfleet
9879,4.25,安値,Harga Rendah
9880,4.25,チェンジ,Perubahan.
9881,4.25,前線,Depan
9882,4.25,手がかり,Sebuah petunjuk.
9883,4.25,ひっかかる,Ini macet.
9884,4.25,一向に,"Baiklah, satu per satu."
9885,4.25,奄美,Miyumi.
9886,4.25,殺到,Kewalahan
9887,4.24,利息,Tertarik
9888,4.24,チャールズ,Charles.
9889,4.24,シャン,Shan
9890,4.24,低減,Rendah
9891,4.24,通産,Ini kelahiran.
9892,4.24,傲慢,Angkuh.
9893,4.24,ジェームス,James.
9894,4.24,桂,Zheng
9895,4.24,プラント,Tanaman
9896,4.24,ふざける,Persetan denganmu.
9897,4.24,かんじる,Maafkan aku.
9898,4.24,扶養,Dukungan
9899,4.24,お家,Rumah.
9900,4.24,残留,Tersisa
9901,4.24,ハゲ,Rentan.
9902,4.24,ガンガン,Kanker.
9903,4.24,ラック,Rack.
9904,4.24,陽子,proton
9905,4.24,早くから,"Ayo, ayo, ayo, ayo, ayo, ayo."
9906,4.23,アラン,Alan.
9907,4.23,なぞ,Misteri
9908,4.23,増田,Takada.
9909,4.23,アンプ,Ampps
9910,4.23,染まる,Hal ini semakin kotor.
9911,4.23,就寝,Tidurlah.
9912,4.23,ディフェンス,Pertahanan.
9913,4.23,ピンチ,Pinch.
9914,4.23,琴,Harpa
9915,4.23,快い,Manis sekali.
9916,4.23,たずねる,Izinkan saya bertanya sesuatu.
9917,4.23,終結,[ Gambar di hlm. 17]
9918,4.23,冠,Mahkota
9919,4.22,かかえる,Gatal
9920,4.22,本家,Rumah utama.
9921,4.22,スターリン,Stalin.
9922,4.22,面白,Ini menyenangkan.
9923,4.22,留守,Tidak di rumah.
9924,4.22,音量,Volume
9925,4.22,月間,Sudah sebulan.
9926,4.22,無論,Tentu saja.
9927,4.22,ハラ,Halla.
9928,4.22,笑み,Senyum.
9929,4.22,ゆかり,Ini dia.
9930,4.22,みどり,Midori.
9931,4.22,天体,Objek
9932,4.22,柏崎,Kashizaki.
9933,4.22,ジュン,Jun.
9934,4.22,何しろ,Apa yang kau lakukan?
9935,4.22,カラ,Kara.
9936,4.22,しづ,Begini saja.
9937,4.22,フットボール,"Oh, football."
9938,4.22,帰,Rumah.
9939,4.21,絶つ,Matikan.
9940,4.21,薄れる,Itu akan memudar.
9941,4.21,停電,Listrik mati
9942,4.21,アクティブ,Aktif
9943,4.21,ナイス,Bagus.
9944,4.21,イルカ,Lumba-lumba.
9945,4.21,逸脱,Perbedaan
9946,4.21,スキ,Suki.
9947,4.21,糞,Sial.
9948,4.21,ホームレス,Tunawisma.
9949,4.21,申立,"""Declarasi."""
9950,4.21,ひとまず,Aku akan memberitahumu sesuatu.
9951,4.21,ステーキ,Steak.
9952,4.21,立候補,Kosakata
9953,4.21,老舗,Usia Tua
9954,4.21,発酵,Memupuk
9955,4.2,こんなふうに,Seperti ini.
9956,4.2,補,Substansi
9957,4.2,誘致,Ini undangan.
9958,4.2,釈放,Rilis
9959,4.2,温,Hangat
9960,4.2,インディアン,Indian.
9961,4.2,灰,Ash.
9962,4.2,ボロい,Ini berantakan.
9963,4.2,処遇,Apa kabar?
9964,4.2,セルフ,Self.
9965,4.2,半額,Setengah harga.
9966,4.2,見積もり,Diduga
9967,4.2,通告,Pemberitahuan
9968,4.2,王朝,Sebuah dinasti.
9969,4.2,西川,Sungai Barat
9970,4.2,ロサンゼルス,Los Angeles.
9971,4.2,破棄,Buang
9972,4.2,探査,Eksplorasi
9973,4.2,救援,Kelegaan
9974,4.19,晒す,Akan kutunjukkan padamu.
9975,4.19,農園,Sebuah peternakan.
9976,4.19,連ねる,Aku segera ke sana.
9977,4.19,ユニバーサル,Universal
9978,4.19,横田,Ida.
9979,4.19,投下,Jatuhkan.
9980,4.19,鋼,Baja
9981,4.19,抑止,Detasemen
9982,4.19,待ち合わせ,Menunggu
9983,4.19,プロレタリアート,Proletarian.
9984,4.19,ウサギ,Kelinci.
9985,4.19,自爆,Bom Bunuh Diri
9986,4.18,北九州,"(Untuk keterangan lengkap, lihat publikasinya)"
9987,4.18,おにぎり,Tunggu.
9988,4.18,とりあげる,Aku akan mengambilnya.
9989,4.18,見物,A Look at
9990,4.18,打てる,Aku sedang di atasnya.
9991,4.18,当地,Di sini.
9992,4.18,ガール,Gadis.
9993,4.18,一度に,Segera.
9994,4.18,うなずく,Bilas.
9995,4.18,過半数,Setengah
9996,4.18,メンタル,Mental
9997,4.18,上がり,"Up, up, up, up, up, up, up, up, up, up, up, up, up, up, up, up"
9998,4.18,サマ,Summer.
9999,4.18,紐,Dasi.
10000,4.17,標的,Target.
10001,4.17,君が代,Kau yang bertanggung jawab.
10002,4.17,改札,Modifikasi
10003,4.17,悲しむ,Berduka.
10004,4.17,打ち,Coret
10005,4.17,インサイダー,Insider
10006,4.17,しくむ,"Shh, shh, shh, shh."
10007,4.17,トレーダー,Pedagang.
10008,4.17,麻雀,MATIA
10009,4.17,年配,Lebih Tua
10010,4.17,くら,Jelek.
10011,4.16,浅草,Assistu.
10012,4.16,切り口,Cut.
10013,4.16,地蔵,MAJOR
10014,4.16,引っ越し,Pindah
10015,4.16,美味,Ini lezat.
10016,4.16,無理矢理,Aku tidak bisa menahannya.
10017,4.16,手伝い,Aku akan membantumu.
10018,4.16,童話,Ini dongeng.
10019,4.16,秘,Misteri.
10020,4.16,うに,Hmm.
10021,4.16,ヘル,Hel.
10022,4.16,洗浄,Mencuci
10023,4.16,失,Hilang
10024,4.16,洗脳,Mencuci otak
10025,4.16,接,Interferensi
10026,4.16,一人暮らし,Tinggal sendirian.
10027,4.16,加熱,Panas
10028,4.16,切り替え,Tukar
10029,4.16,レコーディング,Merekam
10030,4.16,ビジュアル,Visual
10031,4.16,モニタ,Monitor
10032,4.16,貸付,Pinjaman.
10033,4.16,清算,Akunting
10034,4.15,名所,Ini tempat yang bagus.
10035,4.15,輩,Terima kasih.
10036,4.15,かわす,Maafkan aku.
10037,4.15,げん,Apa kabar?
10038,4.15,培う,Memupuk
10039,4.15,純一郎,Disederhanakan
10040,4.15,所在地,Lokasi
10041,4.15,人道,Humanitarian
10042,4.15,気圧,Tekanan
10043,4.15,見失う,Aku akan kehilanganmu.
10044,4.15,ディン,Dink.
10045,4.15,下部,Dasar
10046,4.15,ｋｇ,centenarians
10047,4.15,見習う,Aku akan melihat apa yang bisa kulakukan.
10048,4.15,踏み切る,Aku pergi.
10049,4.15,歪む,Distorsi
10050,4.15,独創,Asli
10051,4.15,ナンパ,Nampa
10052,4.15,同窓会,Ini reuni.
10053,4.15,凍る,Aku kedinginan.
10054,4.14,戴く,Aku akan mengambilnya.
10055,4.14,歌舞伎,Kabuki
10056,4.14,父母,Ayah dan ibuku.
10057,4.14,干す,Kita akan mengeringkannya.
10058,4.14,要す,Ini penting.
10059,4.14,おかけ,Duduklah.
10060,4.14,写,Foto
10061,4.14,洗剤,Lebih Bersih
10062,4.13,運送,Transport
10063,4.13,高山,Takayama
10064,4.13,役立てる,Ini berguna.
10065,4.13,考え直す,Rekonsiliasi
10066,4.13,用地,Sebuah situs untuk situs.
10067,4.13,喜,Joy.
10068,4.13,通商,Perdagangan.
10069,4.13,近々,Segera.
10070,4.13,知見,Pribadi yang Cerdas
10071,4.13,多忙,Sibuk.
10072,4.13,運輸省,Departemen Transportasi.
10073,4.13,引き下げ,Mundur.
10074,4.13,単身,Satu
10075,4.13,疾病,Penyakit.
10076,4.13,しむ,Shh.
10077,4.13,軽量,Ringanweather forecast
10078,4.13,些細,Kecil
10079,4.13,利回り,Menakjubkan
10080,4.13,日光,Sinar matahari
10081,4.13,ケンカ,Kami punya perkelahian.
10082,4.13,空想,Fantasi.
10083,4.13,エンタープライズ,Enterprise.
10084,4.13,鉛筆,Pensil
10085,4.13,クーラー,Lebih dingin.
10086,4.13,勘,MYTH
10087,4.13,水着,Baju renang.
10088,4.13,除,Hapus
10089,4.12,思い込み,Konsumsi.
10090,4.12,投機,Ini pesawat.
10091,4.12,瞬時,Aku akan segera kembali./ Aku segera kembali.
10092,4.12,船舶,Kapal
10093,4.12,時差,Perbedaan waktu
10094,4.12,精力,Kesukaran.
10095,4.12,やわらかい,Lembut.
10096,4.12,ヘア,Rambut
10097,4.12,いいかげん,Ayo.
10098,4.11,玩具,Mainan
10099,4.11,炊く,Aku akan memasak.
10100,4.11,日報,Berita Harian
10101,4.11,多岐,Multiplicit
10102,4.11,武田,Takeda.
10103,4.11,伊東,Ito.
10104,4.11,物凄い,"Oh, Tuhan."
10105,4.11,登勢,Memanjat
10106,4.11,グランプリ,Grand Prix
10107,4.11,歳入,Berusia
10108,4.11,年内,Tahun
10109,4.11,愛子,Aiko chan.
10110,4.11,本編,Memperkenalkan
10111,4.11,けい,Tic.
10112,4.11,排気,"""Kesenangan"""
10113,4.11,錠,Kunci
10114,4.11,献金,Persembahan
10115,4.11,樹木,Pohon.
10116,4.11,ジャム,selai.
10117,4.11,集め,Mengumpulkan
10118,4.1,拘る,Aku akan membawamu masuk.
10119,4.1,寄り,Menepilah.
10120,4.1,バリエーション,Variance
10121,4.1,お許し,Maafkan aku.
10122,4.1,炭鉱,Pertambangan batu bara
10123,4.1,市議会,Dewan Kota
10124,4.1,後記,Post
10125,4.1,病棟,Rumah Sakit bangsal
10126,4.1,仰ぐ,Terima kasih.
10127,4.1,償却,Depresiasi.
10128,4.1,婚,Perkawinan
10129,4.1,さらう,Aku akan mendapatkannya.
10130,4.1,ゆえる,Itu karena kau.
10131,4.09,満州,Manchuria
10132,4.09,映す,Akan kutunjukkan padamu.
10133,4.09,天下,Underscore
10134,4.09,供,- Aku akan segera kembali.
10135,4.09,語源,Sumber Bahasa
10136,4.09,リオ,Rio
10137,4.09,日本共産党,Partai Komunis Jepang.
10138,4.09,視力,Mata
10139,4.09,南アフリカ,Afrika Selatan
10140,4.09,補充,Digantikan
10141,4.09,知名度,Nama
10142,4.09,埋め込む,Tertanam
10143,4.09,正反対,Justru sebaliknya.
10144,4.09,さら,Mari kita pergi.
10145,4.09,もむ,Mm-hmm.
10146,4.09,部族,Tribal
10147,4.09,三昧,Segitiga
10148,4.09,藤沢,Fujisawa.
10149,4.09,怪獣,Kaiju.
10150,4.09,過疎,Overcess
10151,4.09,悪用,Salahguna
10152,4.09,この先,Kesanalah kita akan pergi.
10153,4.09,とてつもない,"Oh, Tuhan."
10154,4.09,実況,Aku dalam bisnis.
10155,4.09,伴奏,Akomodasi
10156,4.08,永井,Nagai
10157,4.08,ジャーナル,Jurnal
10158,4.08,タイムズ,The Times.
10159,4.08,国営,Negara bagian.
10160,4.08,めっちゃ,Wow.
10161,4.08,対人,Orang yang satunya.
10162,4.08,アフガン,Afghanistan
10163,4.08,父さん,Ayah.
10164,4.08,割く,Mari kita istirahat itu.
10165,4.07,ＧＤＰ,GDP
10166,4.07,リセット,Reset
10167,4.07,広範囲,Perluas
10168,4.07,脅す,Mengancam.
10169,4.07,とっくに,Sudah lama sekali.
10170,4.07,路面,Streets
10171,4.07,ヾ,Aku tidak tahu.
10172,4.07,取り寄せる,Aku akan mengeluarkanmu dari sini.
10173,4.07,三位一体,Tritunggal
10174,4.07,皇太子,Pangeran.
10175,4.07,誠意,Hormat.
10176,4.07,夜中,Di tengah malam.
10177,4.07,隻,Ada perahu.
10178,4.07,委,Maafkan aku./ Maafkan aku.
10179,4.07,毀損,Cedera
10180,4.07,ボーカル,Vokal.
10181,4.07,眠り,Tidur
10182,4.07,ポリ,Poli.
10183,4.07,名づける,Aku akan memberimu nama.
10184,4.07,古本屋,Ini toko buku tua.
10185,4.07,宿命,Takdir.
10186,4.07,小児,Sayang.
10187,4.07,拷問,Konspirasi.
10188,4.07,見抜く,Aku akan melihat apa yang bisa kulakukan.
10189,4.07,昨年度,Tahun lalu.
10190,4.07,改変,Ubah
10191,4.06,直ぐに,Sekarang.
10192,4.06,グレる,Aku akan mendapatkan Gregor.
10193,4.06,熱帯,Tropis
10194,4.06,せん,Tidak.
10195,4.06,郷,Rumah
10196,4.06,芋,Kentang.
10197,4.06,ばら,Ha-ha-ha.
10198,4.06,ダンサー,Penari.
10199,4.06,推計,Perkiraan
10200,4.06,梨,Sakura.
10201,4.06,クセ,Maafkan aku.
10202,4.06,緩やか,Pelan-pelan.
10203,4.06,哲,Takeshi.
10204,4.06,公営,Publik.
10205,4.06,カイロ,Kairo
10206,4.06,年中,Tahun
10207,4.06,前記,Preamble
10208,4.05,内臓,Immaculate
10209,4.05,党員,Anggota partai.
10210,4.05,このごろ,Sudah lama sejak aku di sini.
10211,4.05,折角,Waktu
10212,4.05,鈴,Bel.
10213,4.05,なんだかんだ,Aku tidak tahu apa yang terjadi.
10214,4.05,覚ます,Bangun.
10215,4.05,アイスクリーム,Es krim.
10216,4.05,思い入れ,"Ayo, mari kita pergi."
10217,4.05,匹敵,Tidak kompatibilitas
10218,4.05,ペイ,Pe.
10219,4.05,中共,China
10220,4.05,タンパク質,protein.
10221,4.05,爾,Ini hanya masalah waktu.
10222,4.05,カニ,Kepiting.
10223,4.05,税込み,Perpajakan
10224,4.05,バーツ,Barts.
10225,4.05,反撃,Melawan.
10226,4.04,興行,Ini sebuah pertunjukan.
10227,4.04,海底,Laut Bawah
10228,4.04,楼,Brows.
10229,4.04,人脈,Penuh dengan orang-orang.
10230,4.04,適格,Berkualifikasi.
10231,4.04,爆撃,Bom
10232,4.04,安保理,Dewan Keamanan.
10233,4.04,分別,Itu masuk akal.
10234,4.04,聖なる,Astaga.
10235,4.04,神父,Ayah.
10236,4.04,ごまかす,Aku curang.
10237,4.04,日焼け,Sunburn
10238,4.04,よくよく,"Wah, wah, wah."
10239,4.04,専務,Direktur.
10240,4.04,さかのぼる,Aku akan kembali.
10241,4.03,投,Lempar
10242,4.03,最期,Berakhir.
10243,4.03,うーむ,Mm-hmm.
10244,4.03,スキン,Kulit.
10245,4.03,駐留,Detasemen
10246,4.03,合図,Sinyalnya.
10247,4.03,議席,Kongres.
10248,4.03,標識,Tanda
10249,4.03,燃費,Eksplosif Expenditures
10250,4.03,戦国,Perang.
10251,4.03,デカ,Besar
10252,4.03,供述,Apapun yang kau katakan.
10253,4.03,夜明け,Dawn.
10254,4.03,持ち合わせる,Aku akan mendapatkannya.
10255,4.03,八木,Yagi.
10256,4.03,髪型,Rambut.
10257,4.02,主席,Mayor.
10258,4.02,生まれ変わる,Dibangkitkan
10259,4.02,国政,Pemerintah.
10260,4.02,廃,Kepunahan
10261,4.02,突き,Berjuang
10262,4.02,天下り,Di langit.
10263,4.02,祐,Tidak apa-apa.
10264,4.02,セクター,Sektor.
10265,4.02,報復,Pembalasan.
10266,4.02,邸,Rumah.
10267,4.02,お誘い,Sama-sama.
10268,4.02,空ける,Aku bebas.
10269,4.02,検診,Diagnosa
10270,4.01,持,Tunggu.
10271,4.01,農協,Kerja Sama Pertanian
10272,4.01,廻る,Mari kita pergi.
10273,4.01,ならば,Baiklah kalau begitu.
10274,4.01,僧,Seorang pendeta.
10275,4.01,お盆,Bons.
10276,4.01,まさ,"Oh, Tuhan."
10277,4.01,いただき,Terima kasih.
10278,4.01,有能,Kau hebat.
10279,4.01,酔っ払う,Aku mabuk.
10280,4.01,俊,Maafkan aku.
10281,4.01,開通,Buka
10282,4.01,吾,Aku akan mengurusnya.
10283,4.01,居場所,Di mana kau berada.
10284,4.01,ダイヤ,Berlian.
10285,4.01,面倒くさい,Ini rumit.
10286,4.01,進め方,Langkah
10287,4.01,まくり,Bantal.
10288,4.01,糧,Makanan.
10289,4.01,すれ違う,Kau salah.
10290,4.0,的中,Aku sedang mengusahakannya.
10291,4.0,手のひら,Telapak tanganmu.
10292,4.0,アルファベット,FILIPINA
10293,4.0,配,Dilenyapkan.
10294,4.0,質量,% 1 ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/ ms/
10295,4.0,つくす,Aku akan melakukannya.
10296,4.0,そっ,Ya.
10297,4.0,異例,Unik
10298,4.0,神道,Shinto
10299,4.0,だらだら,"Oh, Tuhan."
10300,4.0,主治医,Dokter.
10301,4.0,紫外線,Ultraviolet
10302,4.0,サックス,Sacks.
10303,4.0,勇,Kau berani.
10304,3.99,佐野,Satoshi.
10305,3.99,思い起こす,Aku ingat.
10306,3.99,メガ,Mega
10307,3.99,臭,Bau.
10308,3.99,β,Beta
10309,3.99,取組む,Aku akan mengurusnya.
10310,3.99,ひょっとしたら,Mungkin.
10311,3.99,ペンギン,Penguin.
10312,3.99,アクセント,[ Gambar di hlm.
10313,3.99,量子,Quantum
10314,3.99,錦,GEORGE
10315,3.99,薬剤,Narkoba.
10316,3.99,ガム,Permen karet
10317,3.99,続出,Lanjutkan
10318,3.99,垣間見る,Aku akan melihatnya.
10319,3.99,腕時計,Sebuah jam tangan.
10320,3.99,ワイド,Wade.
10321,3.99,モーニング,Pagi.
10322,3.99,ダイビング,Menyelam.
10323,3.99,竹下,Takeshita
10324,3.99,盗聴,Alat penyadap.
10325,3.99,望み,Harapan
10326,3.99,賞金,Hadiah uang.
10327,3.99,原始,Primitif
10328,3.99,ミサ,Mhysa.
10329,3.99,メロディー,Melody
10330,3.99,郷土,Sebuah rumah.
10331,3.98,ぐるぐる,Twirl
10332,3.98,ギリシア,Yunani.
10333,3.98,反抗,Dibangkitkan
10334,3.98,草子,Itu dia.
10335,3.98,長編,Ceritanya panjang.
10336,3.98,パル,Denyut nadi.
10337,3.98,ロジック,"Hei, logika."
10338,3.98,ワークス,Warkes.
10339,3.98,古田,Akita.
10340,3.98,手袋,Sepasang sarung tangan.
10341,3.98,ありがと,Terima kasih.
10342,3.98,尾崎,Batsaki.
10343,3.98,定数,Konstanta
10344,3.98,モデム,Modem
10345,3.98,菊,Chrysanthemuni
10346,3.98,休止,Mundur.
10347,3.98,故意,Sengaja.
10348,3.98,ＴＢＳ,TBS
10349,3.98,隣人,Tetangga.
10350,3.98,物品,Ini adalah item.
10351,3.98,吟味,Lihat ke dalamnya.
10352,3.98,受かる,Aku akan mengambilnya.
10353,3.97,バタバタ,Aku tidak tahu apa yang kau bicarakan.
10354,3.97,あな,Ya.
10355,3.97,つくり,Buat
10356,3.97,分岐,Branch-branch
10357,3.97,ツーリング,Dua cincin.
10358,3.97,地主,Landowner
10359,3.97,むかし,Sudah lama sekali.
10360,3.97,平面,datar
10361,3.97,防,Pencegahan
10362,3.97,見え,Aku melihatnya.
10363,3.97,高性能,Kinerja tinggi.
10364,3.97,ココロ,Cocoro.
10365,3.97,獲る,Aku akan mendapatkannya.
10366,3.96,労組,Bekerja keras.
10367,3.96,巧,Toki.
10368,3.96,出所,Keluar.
10369,3.96,女史,Sejarah wanita.
10370,3.96,揺れ,Berayun.
10371,3.96,増進,Peningkatan
10372,3.96,横山,Hirayama.
10373,3.96,片隅,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo."
10374,3.96,手首,Pergelangan tangan.
10375,3.96,義理,In - Law
10376,3.96,ロッテ,Lotte.
10377,3.96,同性愛,Homoseksual.
10378,3.96,誤差,Galat
10379,3.96,いわく,"Oh, Tuhan."
10380,3.96,一息,Tarik nafas.
10381,3.96,ダル,Dal.
10382,3.96,壁紙,Gambar Belakang
10383,3.96,積み重ね,Muat
10384,3.96,横たわる,Berbaringlah.
10385,3.95,手口,Taktik.
10386,3.95,納期,Detasemen
10387,3.95,年末年始,Malam Tahun Baru
10388,3.95,済ます,Aku sudah selesai.
10389,3.95,非常勤,Pekerjaan darurat.
10390,3.95,ツン,T-t-t-t-t-t.
10391,3.95,注意深い,Hati-hati.
10392,3.95,スロット,Slot
10393,3.95,揚げる,Aku akan melakukannya.
10394,3.95,吸い込む,Menghirup.
10395,3.95,スプーン,Sendok
10396,3.95,エッチ,Etch.
10397,3.95,マネジャー,Manajer.
10398,3.94,強み,Keuntungan
10399,3.94,とり,Aku akan mengambilnya.
10400,3.94,スリム,Slim.
10401,3.94,傷害,Cedera.
10402,3.94,はな,Ya.
10403,3.94,川上,Upstream
10404,3.94,和食,Makanan Jepang
10405,3.94,アキ,Aki.
10406,3.94,どく,Minggir.
10407,3.94,パケット,Packett.
10408,3.94,ちく,Bajingan.
10409,3.94,商用,Bisnis.
10410,3.94,寝室,Kamar tidur
10411,3.94,エホバ,1 / 4
10412,3.94,社交,Sosial.
10413,3.94,工務,Pekerja.
10414,3.94,衆,Ramai sekali.
10415,3.94,遊べる,Aku bisa bermain.
10416,3.94,究明,Aku akan melihat apa yang bisa kulakukan.
10417,3.94,附属,Aku anggota Citadel.
10418,3.94,束,A bundle.
10419,3.94,愛着,Cinta.
10420,3.94,奥深い,Lebih dalam
10421,3.94,願,Kuharap.
10422,3.94,たかが,Ini hanya masalah waktu.
10423,3.94,自閉症,Autisme.
10424,3.94,出血,Dia berdarah.
10425,3.94,港湾,Port
10426,3.93,貸出,Sewa keluar.
10427,3.93,スカイ,Skye.
10428,3.93,難易,Kesulitan
10429,3.93,丈夫,Hardy
10430,3.93,絶好,Aku menyukainya.
10431,3.93,早稲田大学,Aku di Universitas Fukuda.
10432,3.93,禅,Zen
10433,3.93,議,RECORD
10434,3.93,遮断,Diblokir.
10435,3.93,射撃,Tembakan.
10436,3.93,めく,Swirl
10437,3.92,最前線,Baris Depan
10438,3.92,自給,Persediaan sendiri
10439,3.92,増額,Meningkatkan
10440,3.92,ｐ,p
10441,3.92,日本橋,Jembatan Jepang
10442,3.92,独り,Sendirian.
10443,3.92,読み上げる,Aku akan membacanya.
10444,3.92,国務,Keadaan
10445,3.92,知識人,Intelektual.
10446,3.92,イチゴ,Stroberi.
10447,3.92,ふん,Hmm.
10448,3.92,ポチ,Porgy.
10449,3.92,放火,Nyalakan.
10450,3.92,ウル,Ur
10451,3.92,小銭,Sebuah perubahan kecil.
10452,3.92,お気,"Oh, Tuhan."
10453,3.92,会計士,Seorang akuntan.
10454,3.92,標,"(Untuk keterangan lengkap, lihat publikasinya)"
10455,3.92,賛否,Baik atau buruk.
10456,3.92,炭素,Karbon
10457,3.92,着席,Duduklah.
10458,3.92,民俗,Warga sipil
10459,3.91,夕日,Matahari terbenam.
10460,3.91,受診,Rumah Sakit
10461,3.91,楽園,Surga
10462,3.91,島根,Akar Pulau
10463,3.91,相応しい,Ini hal yang benar untuk dilakukan.
10464,3.91,蘇る,Aku akan kembali.
10465,3.91,水田,"(Untuk keterangan lengkap, lihat publikasinya) (Untuk keterangan lengkap, lihat publikasinya)"
10466,3.91,最優秀,Terbaik.
10467,3.91,否める,Aku tidak percaya itu.
10468,3.91,尺度,Mengukur
10469,3.91,朗,Ayo.
10470,3.91,唐突,Spiral
10471,3.91,春樹,Yuuki.
10472,3.91,寸法,Ukuran
10473,3.91,ファックス,fax
10474,3.91,恐竜,Dinosaurus
10475,3.91,ミシン,Sebuah mesin jahit.
10476,3.9,只,Hanya saja...
10477,3.9,おかず,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
10478,3.9,トーマス,Thomas.
10479,3.9,明細,Bahan Peledak
10480,3.9,凄まじい,"Oh, Tuhan."
10481,3.9,つかめる,Aku akan mengambilnya.
10482,3.9,隠し,Sembunyikan
10483,3.9,奴ら,Mereka di sini.
10484,3.9,めぐみ,Megumi.
10485,3.9,一刻,Satu jam.
10486,3.9,日経新聞,The Daily Yomiuri.
10487,3.89,古書,Buku - Buku Kuno
10488,3.89,本場,Batin
10489,3.89,呼べる,Panggil bantuan.
10490,3.89,真っ暗,Gelap.
10491,3.89,東欧,Eropa Timur
10492,3.89,百科,The Encyclopedia.
10493,3.89,アテネ,Athena
10494,3.89,ケリー,Kelly.
10495,3.89,東方,Timur
10496,3.89,焼ける,Ini terbakar.
10497,3.89,暮れる,Tidurlah.
10498,3.89,照,Sweeney.
10499,3.89,賢明,Bijaksana.
10500,3.88,哀しい,Ini menyedihkan.
10501,3.88,接待,Resepsi.
10502,3.88,痛める,Sakit.
10503,3.88,高松,Takama
10504,3.88,遥か,Itu jalan panjang untuk pergi.
10505,3.88,走れる,Aku bisa lari.
10506,3.88,リレー,Relay
10507,3.88,斎,Cepat.
10508,3.88,滅多に,Sangat jarang.
10509,3.88,セミ,Jangkrik
10510,3.88,じゅう,Semua sekitar.
10511,3.88,斬新,Ini yang baru.
10512,3.88,糾弾,Meledak
10513,3.88,岩波書店,Ini toko buku.
10514,3.88,零,Mm-hmm.
10515,3.88,宿舎,Warga
10516,3.87,原題,Asli
10517,3.87,うわさ,Gosip
10518,3.87,協奏曲,Ini konser.
10519,3.87,処刑,EXEKUSI
10520,3.87,染色,Kebingungan
