rank,frequency,lemma,indonesia,lemma_length,kanji_ratio,cluster,kanji_category
8696,5.17,コンクール,Ini kompetisi.,5,0.0,1,Non-Kanji
8697,5.17,鉱山,Milikku,2,1.0,2,Kanji
8698,5.17,野口,Wilderness,2,1.0,2,Kanji
8699,5.17,過酷,Keras.,2,1.0,2,Kanji
8700,5.17,適度,Mode,2,1.0,2,Kanji
8701,5.16,本名,Nama asli,2,1.0,2,Kanji
8702,5.16,任期,Urutan,2,1.0,2,Kanji
8703,5.16,請願,Sebuah petisi.,2,1.0,2,Kanji
8704,5.16,象,Gajah,1,1.0,2,Kanji
8705,5.16,デフォルト,Baku,5,0.0,1,Non-Kanji
8706,5.16,インターフェース,Antarmuka,8,0.0,1,Non-Kanji
8707,5.16,はてな,Kau benar.,3,0.0,1,Non-Kanji
8708,5.16,ファイナル,Final,5,0.0,1,Non-Kanji
8709,5.16,うわ,"Oh, Tuhan.",2,0.0,1,Non-Kanji
8710,5.16,冷える,Dingin.,3,0.3333333333333333,1,Kanji
8711,5.16,なおさら,Hanya itu yang kutahu.,4,0.0,1,Non-Kanji
8712,5.16,添加,Addition,2,1.0,2,Kanji
8713,5.15,燃焼,Bakar,2,1.0,2,Kanji
8714,5.15,幽霊,Hantu.,2,1.0,2,Kanji
8715,5.15,自力,Self-Suefisiensi,2,1.0,2,Kanji
8716,5.15,分け,Pemisahan,2,0.5,2,Kanji
8717,5.15,立証,Diteguhkan,2,1.0,2,Kanji
8718,5.15,ひとつひとつ,Satu per satu.,6,0.0,1,Non-Kanji
8719,5.15,神聖,Suci,2,1.0,2,Kanji
8720,5.15,フィクション,Novel,6,0.0,1,Non-Kanji
8721,5.15,マルチメディア,Multimedia,7,0.0,1,Non-Kanji
8722,5.15,寿,Sushi.,1,1.0,2,Kanji
8723,5.15,採点,Titik Mengukur,2,1.0,2,Kanji
8724,5.14,操る,Manipulasi,2,0.5,2,Kanji
8725,5.14,徒然,Tidak sama sekali.,2,1.0,2,Kanji
8726,5.14,峰,Sebuah puncak.,1,1.0,2,Kanji
8727,5.14,暫く,Untuk sementara.,2,0.5,2,Kanji
8728,5.14,案の定,Tentu.,3,0.6666666666666666,2,Kanji
8729,5.14,視界,Visibilitas,2,1.0,2,Kanji
8730,5.14,芯,Lead,1,1.0,2,Kanji
8731,5.14,打ち上げ,Luncurkan.,4,0.5,1,Kanji
8732,5.13,あて,Ini dia.,2,0.0,1,Non-Kanji
8733,5.13,礼儀,Sopan santun.,2,1.0,2,Kanji
8734,5.13,コメ,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo.",2,0.0,1,Non-Kanji
8735,5.13,味わえる,Rasakan.,4,0.25,1,Kanji
8736,5.13,使い勝手,Tidak berguna,4,0.75,1,Kanji
8737,5.13,監修,Dipertimbangkan.,2,1.0,2,Kanji
8738,5.13,水泳,Berenang.,2,1.0,2,Kanji
8739,5.13,握手,Berjabat tangan.,2,1.0,2,Kanji
8740,5.12,アカ,AQALAL,2,0.0,1,Non-Kanji
8741,5.12,くっつく,Berpeganglah pada Hal Itu,4,0.0,1,Non-Kanji
8742,5.12,身内,Keluarga.,2,1.0,2,Kanji
8743,5.12,沸く,Ini mendidih.,2,0.5,2,Kanji
8744,5.12,暴行,Kekerasan,2,1.0,2,Kanji
8745,5.12,大塚,Gyoi,2,1.0,2,Kanji
8746,5.12,紀,Menopause,1,1.0,2,Kanji
8747,5.12,インク,Tinta,3,0.0,1,Non-Kanji
8748,5.12,オス,Pria,2,0.0,1,Non-Kanji
8749,5.12,ナチス,Nazi.,3,0.0,1,Non-Kanji
8750,5.12,牧場,Ini peternakan.,2,1.0,2,Kanji
8751,5.12,戸惑う,Aku bingung.,3,0.6666666666666666,2,Kanji
8752,5.12,移譲,Ini transfer.,2,1.0,2,Kanji
8753,5.11,惜しい,Itu bagus.,3,0.3333333333333333,1,Kanji
8754,5.11,バーチャル,Virtual,5,0.0,1,Non-Kanji
8755,5.11,値上がり,Harga Lebih Tinggi,4,0.5,1,Kanji
8756,5.11,主力,Daya Utama,2,1.0,2,Kanji
8757,5.11,パレード,Parade.,4,0.0,1,Non-Kanji
8758,5.11,きまる,Ini bagus.,3,0.0,1,Non-Kanji
8759,5.11,相関,KEBAHAGIAAN RELASIONAL,2,1.0,2,Kanji
8760,5.11,スケート,Skating.,4,0.0,1,Non-Kanji
8761,5.11,補欠,"Maafkan aku, maafkan aku, maafkan aku.",2,1.0,2,Kanji
8762,5.11,プレミアム,Premium,5,0.0,1,Non-Kanji
8763,5.11,広,Menyebar.,1,1.0,2,Kanji
8764,5.11,すすむ,Tidak apa-apa.,3,0.0,1,Non-Kanji
8765,5.11,スイング,Ayunkan.,4,0.0,1,Non-Kanji
8766,5.11,大物,Yang besar.,2,1.0,2,Kanji
8767,5.11,方位,Azimuth,2,1.0,2,Kanji
8768,5.1,土木,Tadashi.,2,1.0,2,Kanji
8769,5.1,呆れる,Itu menjijikkan.,3,0.3333333333333333,1,Kanji
8770,5.1,ブー,Boo.,2,0.0,1,Non-Kanji
8771,5.1,イスラム教,Islam,5,0.2,1,Kanji
8772,5.1,めでたい,Aku tidak mau.,4,0.0,1,Non-Kanji
8773,5.1,アナウンサー,Announcer,6,0.0,1,Non-Kanji
8774,5.09,パーソナル,Pribadi,5,0.0,1,Non-Kanji
8775,5.09,俳句,Haiku,2,1.0,2,Kanji
8776,5.09,恵み,Bantuan,2,0.5,2,Kanji
8777,5.09,腸,Permen karet,1,1.0,2,Kanji
8778,5.09,北欧,Eropa Utara,2,1.0,2,Kanji
8779,5.09,様相,Penampilan,2,1.0,2,Kanji
8780,5.09,ありま,Ada.,3,0.0,1,Non-Kanji
8781,5.09,農場,Pertanian,2,1.0,2,Kanji
8782,5.09,ルイ,Louis.,2,0.0,1,Non-Kanji
8783,5.09,対面,Berhadap - hadapan,2,1.0,2,Kanji
8784,5.09,工芸,Karya Seni,2,1.0,2,Kanji
8785,5.09,自我,SYDNEY,2,1.0,2,Kanji
8786,5.09,鐘,Bell,1,1.0,2,Kanji
8787,5.09,おしまい,Ini sudah berakhir.,4,0.0,1,Non-Kanji
8788,5.08,追い出す,Aku akan menendangmu keluar.,4,0.5,1,Kanji
8789,5.08,流石,Slipstone,2,1.0,2,Kanji
8790,5.08,出展,Memperkenalkan,2,1.0,2,Kanji
8791,5.08,ずーっと,Sepanjang waktu.,4,0.0,1,Non-Kanji
8792,5.08,論者,FISIK,2,1.0,2,Kanji
8793,5.08,貰える,Aku akan mendapatkannya.,3,0.3333333333333333,1,Kanji
8794,5.08,肺,LOKASI,1,1.0,2,Kanji
8795,5.07,正統,DEPLEDOM,2,1.0,2,Kanji
8796,5.07,捜す,Aku akan menemukannya.,2,0.5,2,Kanji
8797,5.07,着ける,Pakailah.,3,0.3333333333333333,1,Kanji
8798,5.07,断片,Berbeda,2,1.0,2,Kanji
8799,5.07,腐敗,Korupsi,2,1.0,2,Kanji
8800,5.07,帯びる,Pekerjaan,3,0.3333333333333333,1,Kanji
8801,5.07,ミル,Mill.,2,0.0,1,Non-Kanji
8802,5.07,責務,Kewajiban,2,1.0,2,Kanji
8803,5.07,リスニング,Lising.,5,0.0,1,Non-Kanji
8804,5.07,クシ,Cush,2,0.0,1,Non-Kanji
8805,5.07,戦線,Depan,2,1.0,2,Kanji
8806,5.07,年月,Tahun,2,1.0,2,Kanji
8807,5.07,車線,Jalurnya.,2,1.0,2,Kanji
8808,5.07,駐在,Konstigasi,2,1.0,2,Kanji
8809,5.07,聴衆,Ladies and gentlemen.,2,1.0,2,Kanji
8810,5.07,襲撃,Serangan,2,1.0,2,Kanji
8811,5.07,ささやか,Sebuah bisikan.,4,0.0,1,Non-Kanji
8812,5.07,中傷,Fitnah,2,1.0,2,Kanji
8813,5.06,託す,Kepercayaan,2,0.5,2,Kanji
8814,5.06,落下,Falling,2,1.0,2,Kanji
8815,5.06,ライダー,Penggeser,4,0.0,1,Non-Kanji
8816,5.06,党首,Kepala Partai.,2,1.0,2,Kanji
8817,5.06,麦,Lebar,1,1.0,2,Kanji
8818,5.06,主宰,Guru.,2,1.0,2,Kanji
8819,5.05,ウォーター,Air,5,0.0,1,Non-Kanji
8820,5.05,終盤,Akhir,2,1.0,2,Kanji
8821,5.05,日月,Tanggal dan Bulan,2,1.0,2,Kanji
8822,5.05,悪口,Tuduhan,2,1.0,2,Kanji
8823,5.05,Ｕ,U,1,0.0,1,Non-Kanji
8824,5.05,謙虚,KEHILANGAN,2,1.0,2,Kanji
8825,5.05,締める,Ini ketat.,3,0.3333333333333333,1,Kanji
8826,5.05,神戸大,Kobe University,3,1.0,2,Kanji
8827,5.04,じん,ULAR,2,0.0,1,Non-Kanji
8828,5.04,血管,Pembuluh darah,2,1.0,2,Kanji
8829,5.04,幕府,The Order.,2,1.0,2,Kanji
8830,5.04,たりる,Itu benar.,3,0.0,1,Non-Kanji
8831,5.04,遵守,Pelestarian,2,1.0,2,Kanji
8832,5.04,火事,Api.,2,1.0,2,Kanji
8833,5.04,からむ,Aku bercanda.,3,0.0,1,Non-Kanji
8834,5.04,メロディ,Melody.,4,0.0,1,Non-Kanji
8835,5.03,ネス,Ness.,2,0.0,1,Non-Kanji
8836,5.03,今さら,Aku tidak tahu.,3,0.3333333333333333,1,Kanji
8837,5.03,原田,Narita.,2,1.0,2,Kanji
8838,5.03,復習,Tinjau,2,1.0,2,Kanji
8839,5.03,うさぎ,Seekor kelinci.,3,0.0,1,Non-Kanji
8840,5.03,快感,Merasa baik.,2,1.0,2,Kanji
8841,5.03,すき,Menaburkan.,2,0.0,1,Non-Kanji
8842,5.03,欠席,Aku tidak di sini.,2,1.0,2,Kanji
8843,5.03,沢,Hanzawa.,1,1.0,2,Kanji
8844,5.03,位置づけ,Dapatkan di posisi.,4,0.5,1,Kanji
8845,5.03,人組,Personalia,2,1.0,2,Kanji
8846,5.03,早く,Ayo.,2,0.5,2,Kanji
8847,5.03,ワクチン,Vaksin,4,0.0,1,Non-Kanji
8848,5.03,釣る,Aku akan menangkapnya.,2,0.5,2,Kanji
8849,5.02,そろえる,Aku akan menemuimu di sana.,4,0.0,1,Non-Kanji
8850,5.02,種々,Variasi,2,0.5,2,Kanji
8851,5.02,ベランダ,Beranda.,4,0.0,1,Non-Kanji
8852,5.02,アドバイザー,Penasehat.,6,0.0,1,Non-Kanji
8853,5.02,糖,Gula,1,1.0,2,Kanji
8854,5.02,漬け,Berkemaslah.,2,0.5,2,Kanji
8855,5.02,猶予,Beri aku waktu.,2,1.0,2,Kanji
8856,5.02,詞,Kata,1,1.0,2,Kanji
8857,5.02,開花,Ini mekar.,2,1.0,2,Kanji
8858,5.02,洪水,Banjir,2,1.0,2,Kanji
8859,5.02,起用,Startup,2,1.0,2,Kanji
8860,5.02,一通り,Baiklah.,3,0.6666666666666666,2,Kanji
8861,5.01,球場,Stadion,2,1.0,2,Kanji
8862,5.01,内科,Seorang dokter.,2,1.0,2,Kanji
8863,5.01,シニア,Synia,3,0.0,1,Non-Kanji
8864,5.01,瀬,Se.,1,1.0,2,Kanji
8865,5.01,潜む,Pasti ada di sana.,2,0.5,2,Kanji
8866,5.01,体育館,Gym.,3,1.0,2,Kanji
8867,5.01,あれだけ,Itu saja.,4,0.0,1,Non-Kanji
8868,5.01,物足りない,Aku tidak punya cukup.,5,0.4,1,Kanji
8869,5.01,おきる,Aku akan meninggalkannya.,3,0.0,1,Non-Kanji
8870,5.01,仕入れる,Aku akan membawanya masuk,4,0.5,1,Kanji
8871,5.01,下げ,Turun.,2,0.5,2,Kanji
8872,5.01,先立つ,Precedent,3,0.6666666666666666,2,Kanji
8873,5.01,交通省,Departemen Lalu Lintas.,3,1.0,2,Kanji
8874,5.01,合致,Cocok,2,1.0,2,Kanji
8875,5.01,マインド,Pikiran,4,0.0,1,Non-Kanji
8876,5.0,つきあう,Aku melihat satu sama lain.,4,0.0,1,Non-Kanji
8877,5.0,なにやら,Aku tidak tahu.,4,0.0,1,Non-Kanji
8878,5.0,大人気,Dewasa.,3,1.0,2,Kanji
8879,5.0,智,Pintar.,1,1.0,2,Kanji
8880,5.0,しみじみ,Lembut,4,0.0,1,Non-Kanji
8881,5.0,燃やす,Bakar.,3,0.3333333333333333,1,Kanji
8882,5.0,止め,Berhenti.,2,0.5,2,Kanji
8883,5.0,岩波,Gelombang Batu,2,1.0,2,Kanji
8884,5.0,切,Cut.,1,1.0,2,Kanji
8885,5.0,三角,Trigonometri,2,1.0,2,Kanji
8886,4.99,ウォン,Won.,3,0.0,1,Non-Kanji
8887,4.99,あらわす,Akan kutunjukkan padamu.,4,0.0,1,Non-Kanji
8888,4.99,リック,Rick.,3,0.0,1,Non-Kanji
8889,4.99,快楽,Kesenangan.,2,1.0,2,Kanji
8890,4.99,力学,Fisika,2,1.0,2,Kanji
8891,4.99,ナシ,Tidak.,2,0.0,1,Non-Kanji
8892,4.99,朗読,Membaca,2,1.0,2,Kanji
8893,4.99,部落,Warga,2,1.0,2,Kanji
8894,4.99,ボブ,Bob.,2,0.0,1,Non-Kanji
8895,4.99,ヘリ,Helikopter,2,0.0,1,Non-Kanji
8896,4.99,ヲ,"Maaf, maaf, maaf, maaf.",1,0.0,1,Non-Kanji
8897,4.98,油断,Waspadalah.,2,1.0,2,Kanji
8898,4.98,神学,Teologi,2,1.0,2,Kanji
8899,4.98,乱暴,Kasar,2,1.0,2,Kanji
8900,4.98,すける,Squeeze.,3,0.0,1,Non-Kanji
8901,4.98,ダイヤモンド,Diamonds,6,0.0,1,Non-Kanji
8902,4.97,音質,Kualitas suara,2,1.0,2,Kanji
8903,4.97,ウッド,Kayu.,3,0.0,1,Non-Kanji
8904,4.97,慣習,Customs,2,1.0,2,Kanji
8905,4.97,ラマ,Rama,2,0.0,1,Non-Kanji
8906,4.97,連れ,Aku bersamamu.,2,0.5,2,Kanji
8907,4.97,神殿,Bait,2,1.0,2,Kanji
8908,4.97,道のり,Aku segera ke sana.,3,0.3333333333333333,1,Kanji
8909,4.97,法規,Hukum,2,1.0,2,Kanji
8910,4.97,目線,Mata,2,1.0,2,Kanji
8911,4.97,紅葉,Red Leaves,2,1.0,2,Kanji
8912,4.97,思い浮かべる,Kurasa.,6,0.3333333333333333,1,Kanji
8913,4.97,争点,Sengketa,2,1.0,2,Kanji
8914,4.97,ハッ,Ha.,2,0.0,1,Non-Kanji
8915,4.97,物流,Ini masalah ketertiban.,2,1.0,2,Kanji
8916,4.96,入浴,Mandilah.,2,1.0,2,Kanji
8917,4.96,厳選,Pemilih Tertinggi,2,1.0,2,Kanji
8918,4.96,ワイヤレス,nirkabel,5,0.0,1,Non-Kanji
8919,4.96,合衆国,AS,3,1.0,2,Kanji
8920,4.96,送り出す,Aku akan mengirimmu keluar.,4,0.5,1,Kanji
8921,4.96,医院,Kantor dokter.,2,1.0,2,Kanji
8922,4.96,輝き,Kecerahan,2,0.5,2,Kanji
8923,4.96,打ち上げる,Aku akan meluncurkannya.,5,0.4,1,Kanji
8924,4.96,漏れ,Menjijikkan.,2,0.5,2,Kanji
8925,4.96,立ち向かう,Menghadapi,5,0.4,1,Kanji
8926,4.96,撤回,Aku tarik kembali ucapanku.,2,1.0,2,Kanji
8927,4.96,君たち,"Hei, teman-teman.",3,0.3333333333333333,1,Kanji
8928,4.96,何もかも,Semuanya.,4,0.25,1,Kanji
8929,4.95,積み重ねる,Ini menumpuk.,5,0.4,1,Kanji
8930,4.95,税収,Pajak.,2,1.0,2,Kanji
8931,4.95,レーニン,Lenin.,4,0.0,1,Non-Kanji
8932,4.95,まかせる,Mari kita bawa dia keluar dari sini.,4,0.0,1,Non-Kanji
8933,4.95,小島,[ Gambar di hlm. 17],2,1.0,2,Kanji
8934,4.94,いむ,Mm-hmm.,2,0.0,1,Non-Kanji
8935,4.94,処罰,Hukuman,2,1.0,2,Kanji
8936,4.94,グラウンド,Tanah,5,0.0,1,Non-Kanji
8937,4.94,採取,Memanen,2,1.0,2,Kanji
8938,4.94,と同時に,"Pada saat yang sama,",4,0.5,1,Kanji
8939,4.94,義務づける,Aku harus.,5,0.4,1,Kanji
8940,4.94,手書き,Manual,3,0.6666666666666666,2,Kanji
8941,4.94,フラ,Fla.,2,0.0,1,Non-Kanji
8942,4.94,無理やり,Dipaksa,4,0.5,1,Kanji
8943,4.94,ミネラル,Mineral,4,0.0,1,Non-Kanji
8944,4.94,ピザ,Pizza.,2,0.0,1,Non-Kanji
8945,4.94,甘える,Itu manis.,3,0.3333333333333333,1,Kanji
8946,4.94,準決勝,Final Segmental,3,1.0,2,Kanji
8947,4.94,在籍,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,1.0,2,Kanji
8948,4.94,帰属,Homecoming,2,1.0,2,Kanji
8949,4.94,踏み出す,Kita lanjutkan.,4,0.5,1,Kanji
8950,4.94,どる,Minggir.,2,0.0,1,Non-Kanji
8951,4.94,集う,Mari kita pergi.,2,0.5,2,Kanji
8952,4.94,経常,Bujur,2,1.0,2,Kanji
8953,4.93,初頭,Pada awalnya.,2,1.0,2,Kanji
8954,4.93,頼り,Reliance,2,0.5,2,Kanji
8955,4.93,申込む,Terapkan,3,0.6666666666666666,2,Kanji
8956,4.93,レール,Laer,3,0.0,1,Non-Kanji
8957,4.93,ざっと,Yang erat.,3,0.0,1,Non-Kanji
8958,4.93,覚え,Ingat.,2,0.5,2,Kanji
8959,4.93,ゆえに,Itu sebabnya aku di sini.,3,0.0,1,Non-Kanji
8960,4.93,冷める,Dingin.,3,0.3333333333333333,1,Kanji
8961,4.93,法学部,Sekolah Hukum,3,1.0,2,Kanji
8962,4.93,東部,Timur,2,1.0,2,Kanji
8963,4.93,巨額,Itu uang yang banyak.,2,1.0,2,Kanji
8964,4.92,切断,Matikan,2,1.0,2,Kanji
8965,4.92,罰則,Kesengsaraan,2,1.0,2,Kanji
8966,4.92,インデックス,Indeks,6,0.0,1,Non-Kanji
8967,4.92,嫌がる,Aku tidak menyukainya.,3,0.3333333333333333,1,Kanji
8968,4.92,内心,Hati Batin,2,1.0,2,Kanji
8969,4.92,成す,Itulah yang saya bicarakan.,2,0.5,2,Kanji
8970,4.92,尊厳,DEPLEDOM,2,1.0,2,Kanji
8971,4.92,校舎,Gedung sekolah.,2,1.0,2,Kanji
8972,4.92,ばれる,Aku tidak akan kemana-mana.,3,0.0,1,Non-Kanji
8973,4.92,猪瀬,Zheng-se.,2,1.0,2,Kanji
8974,4.92,ドライ,Kering,3,0.0,1,Non-Kanji
8975,4.92,敗退,Bubar.,2,1.0,2,Kanji
8976,4.92,さわやか,Kesegaran.,4,0.0,1,Non-Kanji
8977,4.92,地形,Pemandangan,2,1.0,2,Kanji
8978,4.92,静,Diam.,1,1.0,2,Kanji
8979,4.91,和歌山,"(Untuk keterangan lengkap, lihat publikasinya) (Untuk keterangan lengkap, lihat publikasinya)",3,1.0,2,Kanji
8980,4.91,大野,Ono.,2,1.0,2,Kanji
8981,4.91,不祥事,Ini skandal.,3,1.0,2,Kanji
8982,4.91,張,Cheung.,1,1.0,2,Kanji
8983,4.91,目玉,Mata.,2,1.0,2,Kanji
8984,4.91,起因,Disebabkan.,2,1.0,2,Kanji
8985,4.91,ネガティブ,Negatif,5,0.0,1,Non-Kanji
8986,4.9,絆,Bond,1,1.0,2,Kanji
8987,4.9,プレート,piring,4,0.0,1,Non-Kanji
8988,4.9,南京,Nanji.,2,1.0,2,Kanji
8989,4.9,カエル,Seekor katak.,3,0.0,1,Non-Kanji
8990,4.9,暗示,Premoni,2,1.0,2,Kanji
8991,4.9,女子高,Tinggi Wanita,3,1.0,2,Kanji
8992,4.9,レモン,Lemon.,3,0.0,1,Non-Kanji
8993,4.9,規律,Disiplin,2,1.0,2,Kanji
8994,4.9,見当,Ilusi,2,1.0,2,Kanji
8995,4.9,女房,Bu.,2,1.0,2,Kanji
8996,4.9,優雅,Grace.,2,1.0,2,Kanji
8997,4.9,留める,Tunggu.,3,0.3333333333333333,1,Kanji
8998,4.9,敵対,Musuh,2,1.0,2,Kanji
8999,4.9,シドニー,Sydney,4,0.0,1,Non-Kanji
9000,4.9,聴ける,Aku bisa mendengarmu.,3,0.3333333333333333,1,Kanji
9001,4.9,ヒアリング,Menyewa,5,0.0,1,Non-Kanji
9002,4.9,気持ちいい,Rasanya enak.,5,0.4,1,Kanji
9003,4.9,おわる,Maafkan aku.,3,0.0,1,Non-Kanji
9004,4.9,償還,Represi,2,1.0,2,Kanji
9005,4.89,ＰＲ,PR,2,0.0,1,Non-Kanji
9006,4.89,スリ,Sly.,2,0.0,1,Non-Kanji
9007,4.89,驚かす,Aku terkejut.,3,0.3333333333333333,1,Kanji
9008,4.89,ぽん,Makanan ringan.,2,0.0,1,Non-Kanji
9009,4.89,全日本,Seluruh Jepang.,3,1.0,2,Kanji
9010,4.89,帰り道,Dalam perjalanan pulang.,3,0.6666666666666666,2,Kanji
9011,4.89,つとめる,Aku akan melakukannya.,4,0.0,1,Non-Kanji
9012,4.89,バレエ,Ballet.,3,0.0,1,Non-Kanji
9013,4.88,町内,Kota.,2,1.0,2,Kanji
9014,4.88,ほほ,Pipi.,2,0.0,1,Non-Kanji
9015,4.88,写す,Salin,2,0.5,2,Kanji
9016,4.88,昇る,"Up, up, up, up, up, up, up, up, up, up, up, up, up, up, up, up",2,0.5,2,Kanji
9017,4.88,税務,Pajak.,2,1.0,2,Kanji
9018,4.88,工法,Cara Kerja,2,1.0,2,Kanji
9019,4.88,デメリット,Depresiasi,5,0.0,1,Non-Kanji
9020,4.88,肖像,Sebuah potret.,2,1.0,2,Kanji
9021,4.88,もも,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,0.0,1,Non-Kanji
9022,4.88,知らす,Aku tahu.,3,0.3333333333333333,1,Kanji
9023,4.88,外食,Makan di luar.,2,1.0,2,Kanji
9024,4.88,モーター,Motor,4,0.0,1,Non-Kanji
9025,4.88,クリス,Chris.,3,0.0,1,Non-Kanji
9026,4.88,キープ,Simpan,3,0.0,1,Non-Kanji
9027,4.88,奏者,Seorang pemain.,2,1.0,2,Kanji
9028,4.88,所見,Observasi,2,1.0,2,Kanji
9029,4.88,区間,Persegi panjang,2,1.0,2,Kanji
9030,4.88,ハンガリー,Hungaria,5,0.0,1,Non-Kanji
9031,4.88,浮かび上がる,Dia datang.,6,0.3333333333333333,1,Kanji
9032,4.87,うま,Mm-hmm.,2,0.0,1,Non-Kanji
9033,4.87,解剖,Otopsi.,2,1.0,2,Kanji
9034,4.87,威力,Daya,2,1.0,2,Kanji
9035,4.87,永,Langgeng,1,1.0,2,Kanji
9036,4.87,異論,Kontras,2,1.0,2,Kanji
9037,4.87,ビジネスマン,Dia seorang pengusaha.,6,0.0,1,Non-Kanji
9038,4.87,ビートルズ,Tapi kurasa tidak.,5,0.0,1,Non-Kanji
9039,4.87,翌,Keesokan harinya.,1,1.0,2,Kanji
9040,4.87,儲け,Aku berani bertaruh kau tidak melakukannya.,2,0.5,2,Kanji
9041,4.86,市街,Kota,2,1.0,2,Kanji
9042,4.86,持ち歩く,Aku akan membawanya bersamaku.,4,0.5,1,Kanji
9043,4.86,飾り,Adornment,2,0.5,2,Kanji
9044,4.86,肥満,Kegemukan,2,1.0,2,Kanji
9045,4.86,恵,Megumi.,1,1.0,2,Kanji
9046,4.86,人事院,The Personalia.,3,1.0,2,Kanji
9047,4.86,拳,Tinju.,1,1.0,2,Kanji
9048,4.86,キャベツ,kubis.,4,0.0,1,Non-Kanji
9049,4.86,エキサイト,Kadaluarsa,5,0.0,1,Non-Kanji
9050,4.86,深,Dalam.,1,1.0,2,Kanji
9051,4.85,らっしゃる,Maafkan aku.,5,0.0,1,Non-Kanji
9052,4.85,余分,Ekstra,2,1.0,2,Kanji
9053,4.85,無難,Tidak ada masalah.,2,1.0,2,Kanji
9054,4.85,転,Rotasi,1,1.0,2,Kanji
9055,4.85,成し遂げる,Aku akan melakukannya.,5,0.4,1,Kanji
9056,4.85,一晩,Satu malam.,2,1.0,2,Kanji
9057,4.85,断定,Aku yakin.,2,1.0,2,Kanji
9058,4.85,誉める,Aku mengagumimu.,3,0.3333333333333333,1,Kanji
9059,4.85,ヶ所,Suatu tempat.,2,0.5,2,Kanji
9060,4.85,たがる,Aku ingin.,3,0.0,1,Non-Kanji
9061,4.85,ドラえもん,Kurasa tidak.,5,0.0,1,Non-Kanji
9062,4.85,帰れる,Kau boleh pulang.,3,0.3333333333333333,1,Kanji
9063,4.85,銀河,Galaksi,2,1.0,2,Kanji
9064,4.84,昭,Sepatu.,1,1.0,2,Kanji
9065,4.84,現す,Di sini.,2,0.5,2,Kanji
9066,4.84,満開,Penuh.,2,1.0,2,Kanji
9067,4.84,野外,Fields,2,1.0,2,Kanji
9068,4.84,こん,Hei.,2,0.0,1,Non-Kanji
9069,4.84,妖精,Peri.,2,1.0,2,Kanji
9070,4.84,薦める,Aku merekomendasikannya.,3,0.3333333333333333,1,Kanji
9071,4.84,片,Setengah,1,1.0,2,Kanji
9072,4.84,爽やか,Ini menyegarkan.,3,0.3333333333333333,1,Kanji
9073,4.84,薄,Cahaya,1,1.0,2,Kanji
9074,4.84,追放,Pengusiran,2,1.0,2,Kanji
9075,4.84,高田,Takada.,2,1.0,2,Kanji
9076,4.84,探求,Pencarian,2,1.0,2,Kanji
9077,4.84,加算,Tambah,2,1.0,2,Kanji
9078,4.83,運動会,Instrumen,3,1.0,2,Kanji
9079,4.83,便り,Melemparkan,2,0.5,2,Kanji
9080,4.83,真っ白,Putih,3,0.6666666666666666,2,Kanji
9081,4.83,湘南,Sung-sama.,2,1.0,2,Kanji
9082,4.83,農林省,Departemen Pertanian.,3,1.0,2,Kanji
9083,4.83,家内,Istriku.,2,1.0,2,Kanji
9084,4.83,博多,Tora.,2,1.0,2,Kanji
9085,4.83,ぬる,Mm-hmm.,2,0.0,1,Non-Kanji
9086,4.83,プログラマ,Programer,5,0.0,1,Non-Kanji
9087,4.83,扶助,Bantuan,2,1.0,2,Kanji
9088,4.83,取組,Kesepakatan.,2,1.0,2,Kanji
9089,4.83,格闘技,Strategi.,3,1.0,2,Kanji
9090,4.83,声優,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,2,1.0,2,Kanji
9091,4.83,出回る,Aku mau keluar.,3,0.6666666666666666,2,Kanji
9092,4.82,冷やす,Dingin.,3,0.3333333333333333,1,Kanji
9093,4.82,華やか,Cantik sekali.,3,0.3333333333333333,1,Kanji
9094,4.82,リーディング,Membaca,6,0.0,1,Non-Kanji
